epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,32039.2,1.42065,1.03129,0.96921,0.42773,0.31172,0.31179,0.17973,1.37333,1.01545,0.94573,0.006139,0.006139,0.006139
158,32242.9,1.42235,1.02913,0.97039,0.42741,0.31156,0.31181,0.17972,1.37324,1.01523,0.94574,0.00611425,0.00611425,0.00611425
159,32446.7,1.43092,1.03719,0.96949,0.42499,0.31231,0.31179,0.17984,1.37302,1.01513,0.94575,0.0060895,0.0060895,0.0060895
160,32651,1.41962,1.02983,0.96686,0.42495,0.31311,0.31222,0.1801,1.37283,1.01493,0.94579,0.00606475,0.00606475,0.00606475
161,32855.1,1.42412,1.02967,0.96838,0.4263,0.31202,0.31221,0.18005,1.37262,1.01463,0.94575,0.00604,0.00604,0.00604
162,33058.8,1.41656,1.02595,0.96478,0.42608,0.31202,0.31244,0.17999,1.37238,1.0143,0.94571,0.00601525,0.00601525,0.00601525
163,33262.2,1.42273,1.03087,0.96817,0.4267,0.31246,0.31244,0.18011,1.37225,1.01407,0.94568,0.0059905,0.0059905,0.0059905
164,33467.1,1.41912,1.02535,0.96613,0.42742,0.31162,0.3126,0.18022,1.37192,1.0137,0.94558,0.00596575,0.00596575,0.00596575
165,33671,1.41856,1.02793,0.96797,0.42841,0.31222,0.3127,0.18031,1.37167,1.01349,0.94551,0.005941,0.005941,0.005941
166,33875,1.41578,1.02598,0.96663,0.4289,0.31134,0.31273,0.18029,1.37136,1.01307,0.94544,0.00591625,0.00591625,0.00591625
167,34078.4,1.41597,1.02727,0.96714,0.42656,0.31267,0.31299,0.18052,1.37106,1.01272,0.94538,0.0058915,0.0058915,0.0058915
168,34282.5,1.41881,1.02069,0.96709,0.42529,0.31343,0.31319,0.18046,1.37073,1.01248,0.94527,0.00586675,0.00586675,0.00586675
169,34486.4,1.41295,1.02479,0.96568,0.42613,0.31231,0.3131,0.18043,1.37044,1.01224,0.94519,0.005842,0.005842,0.005842
170,34690,1.42123,1.02786,0.96496,0.42558,0.31222,0.31333,0.18057,1.37031,1.01201,0.94515,0.00581725,0.00581725,0.00581725
171,34894,1.413,1.01845,0.96837,0.4279,0.3116,0.31355,0.18061,1.37017,1.01176,0.94511,0.0057925,0.0057925,0.0057925
172,35098,1.40367,1.01044,0.96174,0.42773,0.31126,0.31368,0.18078,1.37009,1.01153,0.94516,0.00576775,0.00576775,0.00576775
173,35302,1.40447,1.01449,0.96383,0.42814,0.31156,0.3137,0.18088,1.36991,1.01122,0.94514,0.005743,0.005743,0.005743
174,35506.1,1.40931,1.0186,0.96382,0.42925,0.3106,0.31352,0.18082,1.36971,1.01102,0.94511,0.00571825,0.00571825,0.00571825
175,35710.5,1.40703,1.01914,0.96411,0.42796,0.31126,0.31362,0.18087,1.36955,1.01066,0.94509,0.0056935,0.0056935,0.0056935
176,35914.6,1.41047,1.01875,0.96377,0.4292,0.31051,0.31391,0.18088,1.3693,1.01061,0.94505,0.00566875,0.00566875,0.00566875
177,36118.6,1.40763,1.01306,0.96182,0.4274,0.31132,0.31401,0.18105,1.36911,1.01046,0.94504,0.005644,0.005644,0.005644
178,36322.9,1.40938,1.01137,0.96311,0.42749,0.31112,0.31417,0.18111,1.36889,1.01023,0.94498,0.00561925,0.00561925,0.00561925
179,36527.2,1.41463,1.019,0.9655,0.42758,0.31112,0.3142,0.18113,1.36865,1.01,0.94496,0.0055945,0.0055945,0.0055945
