epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,21173.3,1.42148,1.0352,0.92213,0.38691,0.29529,0.28638,0.16752,1.39867,1.10488,0.9128,0.00636175,0.00636175,0.00636175
149,21316.6,1.42582,1.03823,0.9233,0.3876,0.29459,0.28654,0.16763,1.39847,1.10517,0.91277,0.006337,0.006337,0.006337
150,21460.2,1.42688,1.04156,0.92157,0.39012,0.29374,0.28686,0.16791,1.39769,1.10517,0.91259,0.00631225,0.00631225,0.00631225
151,21604.6,1.41904,1.03259,0.9207,0.38914,0.29377,0.28696,0.168,1.39748,1.10444,0.91251,0.0062875,0.0062875,0.0062875
152,21749.2,1.4288,1.04207,0.92346,0.39225,0.29398,0.28727,0.16817,1.39701,1.10367,0.91243,0.00626275,0.00626275,0.00626275
153,21893.1,1.41651,1.0306,0.92042,0.3926,0.29433,0.28754,0.16836,1.39627,1.10311,0.91229,0.006238,0.006238,0.006238
154,22037.3,1.41133,1.02864,0.92171,0.39469,0.29573,0.28832,0.16864,1.39582,1.10289,0.91215,0.00621325,0.00621325,0.00621325
155,22181.1,1.42232,1.03539,0.92387,0.39242,0.29635,0.28821,0.16868,1.39526,1.10297,0.91198,0.0061885,0.0061885,0.0061885
156,22324.5,1.41586,1.02818,0.92177,0.39436,0.29566,0.28839,0.16885,1.39512,1.10241,0.91202,0.00616375,0.00616375,0.00616375
157,22467.9,1.42112,1.03382,0.92223,0.39451,0.29425,0.2883,0.16898,1.395,1.10242,0.91194,0.006139,0.006139,0.006139
158,22611.4,1.41575,1.03006,0.92237,0.39546,0.29472,0.28887,0.16945,1.3948,1.10204,0.91194,0.00611425,0.00611425,0.00611425
159,22754.6,1.42001,1.03724,0.92032,0.39318,0.29604,0.28916,0.16955,1.39422,1.10104,0.91178,0.0060895,0.0060895,0.0060895
160,22897.6,1.41168,1.02435,0.921,0.39268,0.29641,0.28961,0.16981,1.39401,1.10049,0.91166,0.00606475,0.00606475,0.00606475
161,23041.6,1.41177,1.0246,0.91972,0.39335,0.29733,0.28984,0.16983,1.39398,1.10029,0.91164,0.00604,0.00604,0.00604
162,23185.1,1.40989,1.01911,0.91839,0.39354,0.29825,0.28979,0.16969,1.39381,1.09985,0.91153,0.00601525,0.00601525,0.00601525
163,23327.6,1.40872,1.02257,0.92049,0.39421,0.2972,0.28977,0.16987,1.39337,1.09959,0.9114,0.0059905,0.0059905,0.0059905
164,23470.6,1.39766,1.01315,0.91765,0.39571,0.29654,0.28974,0.16978,1.39313,1.09914,0.91133,0.00596575,0.00596575,0.00596575
165,23613,1.39429,1.01116,0.91773,0.3966,0.29698,0.28984,0.16981,1.39265,1.09902,0.91123,0.005941,0.005941,0.005941
166,23756.2,1.40583,1.01819,0.91847,0.40154,0.29548,0.2902,0.16998,1.39236,1.09884,0.91108,0.00591625,0.00591625,0.00591625
167,23899.5,1.41611,1.02472,0.91928,0.40057,0.29703,0.29056,0.16995,1.39234,1.09883,0.91108,0.0058915,0.0058915,0.0058915
168,24043.2,1.40918,1.0185,0.91982,0.4001,0.2971,0.29071,0.17013,1.39235,1.09884,0.91109,0.00586675,0.00586675,0.00586675
169,24186.3,1.4003,1.01347,0.9182,0.40008,0.29698,0.29085,0.17029,1.39203,1.09828,0.91097,0.005842,0.005842,0.005842
170,24330,1.4016,1.01391,0.91845,0.39713,0.29818,0.29106,0.17043,1.39182,1.0978,0.91096,0.00581725,0.00581725,0.00581725
171,24473.1,1.4054,1.01718,0.91996,0.3975,0.29895,0.29139,0.17044,1.39141,1.09747,0.9109,0.0057925,0.0057925,0.0057925
172,24616.9,1.40194,1.01077,0.91722,0.39822,0.29946,0.29163,0.17057,1.39113,1.09702,0.91087,0.00576775,0.00576775,0.00576775
173,24760.3,1.3968,1.00829,0.91696,0.39715,0.29956,0.29189,0.17072,1.39063,1.0965,0.91076,0.005743,0.005743,0.005743
174,24904.2,1.40518,1.01049,0.91739,0.39608,0.3005,0.29245,0.17077,1.39052,1.0965,0.91071,0.00571825,0.00571825,0.00571825
175,25047.4,1.40307,1.01184,0.92,0.3957,0.30083,0.29262,0.1708,1.39042,1.0962,0.91069,0.0056935,0.0056935,0.0056935
176,25191.3,1.39324,1.00685,0.91552,0.3985,0.29992,0.29289,0.17089,1.39013,1.09592,0.91058,0.00566875,0.00566875,0.00566875
177,25334.5,1.40033,1.00677,0.91638,0.3964,0.30079,0.29299,0.171,1.39017,1.09563,0.91059,0.005644,0.005644,0.005644
178,25478.4,1.39165,1.0059,0.91637,0.39961,0.30016,0.29298,0.17098,1.3901,1.09537,0.91053,0.00561925,0.00561925,0.00561925
179,25621.4,1.39639,0.9979,0.91543,0.40029,0.30079,0.29327,0.17102,1.39,1.09526,0.91048,0.0055945,0.0055945,0.0055945
